"","Wine.Color","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","Class"
"273","W",6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,"Good"
"274","W",7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,"Good"
"275","W",6.9,0.34,0.74,11.2,0.069,44,150,0.9968,3,0.81,9.2,"Bad"
"276","W",6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,"Good"
"277","W",7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,"Good"
"278","R",9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,"Good"
"279","R",10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,"Good"
"280","W",6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5,"Good"
"281","W",8.3,0.28,0.27,17.5,0.045,48,253,1.00014,3.02,0.56,9.1,"Good"
"282","R",7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,"Bad"
"283","W",7.9,0.2,0.49,1.6,0.053,15,144,0.993,3.16,0.47,10.5,"Bad"
"284","W",6.2,0.255,0.24,1.7,0.039,138.5,272,0.99452,3.53,0.53,9.6,"Bad"
"285","R",9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,"Good"
"286","R",8.1,1.33,0,1.8,0.082,3,12,0.9964,3.54,0.48,10.9,"Bad"
"287","W",7.4,0.25,0.29,6.8,0.02,31,113,0.99338,3.13,0.29,10.8,"Bad"
"288","W",7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,"Bad"
"289","W",7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,"Good"
"290","W",8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3,"Bad"
"291","W",7,0.15,0.34,1.4,0.039,21,177,0.9927,3.32,0.62,10.8,"Bad"
"292","W",5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,"Bad"
"293","W",6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,"Good"
"294","R",11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,"Bad"
"295","W",7.6,0.51,0.24,1.2,0.04,10,104,0.992,3.05,0.29,10.8,"Good"
"296","W",6.9,0.3,0.3,1.3,0.053,24,186,0.99361,3.29,0.54,9.9,"Bad"
"297","W",5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,"Good"
"298","R",7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,"Bad"
"299","W",6,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3,"Good"
"300","W",6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,"Good"
"301","R",6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,"Bad"
"302","W",7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,"Good"
"303","W",7.2,0.29,0.18,8.2,0.042,41,180,0.99644,3.16,0.49,9.1,"Bad"
"304","W",6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25,"Good"
"305","W",6.8,0.52,0.32,13.2,0.044,54,221,0.9972,3.27,0.5,9.6,"Bad"
"306","W",5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,"Good"
"307","W",6.9,0.34,0.74,11.2,0.069,44,150,0.9968,3,0.81,9.2,"Bad"
"308","W",6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,"Good"
"309","W",7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,"Good"
"310","R",8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,"Good"
"311","W",6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,"Bad"
"312","R",6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,"Bad"
"313","W",7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,"Good"
"314","W",6.2,0.18,0.49,4.5,0.047,17,90,0.9919,3.27,0.37,11.6,"Good"
"315","W",7.6,0.27,0.42,2.6,0.044,29,110,0.9912,3.31,0.51,12.7,"Bad"
"316","W",7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,"Good"
"317","W",7,0.57,0.1,8.3,0.094,23,188,0.9972,3.4,0.47,9.2,"Bad"
"318","W",6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,"Bad"
"319","W",6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,"Bad"
"320","W",6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,"Bad"
"321","R",6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,"Bad"
"322","W",7.8,0.32,0.31,1.7,0.036,46,195,0.993,3.03,0.48,10.5,"Bad"
"323","W",5,0.27,0.4,1.2,0.076,42,124,0.99204,3.32,0.47,10.1,"Bad"
"324","W",7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,"Good"
"325","W",7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,"Good"
"326","W",6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,"Good"
"327","R",6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,"Bad"
"328","W",6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,"Bad"
"329","W",9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,"Good"
"330","W",6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,"Bad"
"331","W",8,0.24,0.48,6.8,0.047,13,134,0.99616,3.23,0.7,10,"Bad"
"332","W",6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,"Bad"
"333","R",7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,"Good"
"334","W",8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2,"Good"
"335","W",6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6,"Bad"
"336","W",6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,"Good"
"337","W",6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,"Bad"
"338","W",6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,"Good"
"339","W",8.1,0.33,0.22,5.2,0.047,24,151,0.99527,3.22,0.47,10.3,"Good"
"340","W",6.8,0.2,0.59,0.9,0.147,38,132,0.993,3.05,0.38,9.1,"Good"
"341","W",6.3,0.48,0.48,1.8,0.035,35,96,0.99121,3.49,0.74,12.2,"Good"
"342","W",7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7,"Good"
"343","W",6.4,0.28,0.28,3,0.04,19,98,0.99216,3.25,0.47,11.1,"Good"
"344","W",5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,"Bad"
"345","R",9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,"Bad"
"346","R",8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,"Bad"
"347","W",6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,"Bad"
"348","R",10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,"Good"
"349","W",7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,"Bad"
"350","W",7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,"Good"
"351","W",6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,"Bad"
"352","W",7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,"Good"
"353","W",6.5,0.18,0.33,8,0.051,16,131,0.9965,3.28,0.44,8.7,"Good"
"354","W",5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,"Good"
"355","W",6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,"Good"
"356","R",7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,"Bad"
"357","W",6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,"Good"
"358","W",6.3,0.3,0.24,6.6,0.04,38,141,0.995,3.22,0.47,9.5,"Bad"
"359","W",8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,"Bad"
"360","W",6.7,0.17,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8,"Good"
"361","W",8.2,0.68,0.3,2.1,0.047,17,138,0.995,3.22,0.71,10.8,"Bad"
"362","W",6.2,0.47,0.19,8.3,0.029,24,142,0.992,3.22,0.45,12.3,"Good"
"363","W",6.2,0.15,0.46,1.6,0.039,38,123,0.993,3.38,0.51,9.7,"Bad"
"364","R",15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,"Good"
"365","W",7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,"Bad"
"366","W",5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5,"Bad"
"367","R",13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,"Good"
"368","R",6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3,"Bad"
"369","W",9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,"Good"
"370","W",5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,"Good"
"371","R",9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,"Bad"
"372","W",6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,"Good"
"373","R",7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,"Bad"
"374","R",9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,"Good"
"375","W",5.2,0.21,0.31,1.7,0.048,17,61,0.98953,3.24,0.37,12,"Good"
"376","R",9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,"Good"
"377","W",6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13,"Good"
"378","W",6.5,0.19,0.1,1.3,0.046,23,107,0.9937,3.29,0.45,10,"Bad"
"379","W",8,0.24,0.48,6.8,0.047,13,134,0.99616,3.23,0.7,10,"Bad"
"380","R",8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,"Bad"
"381","R",7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,"Bad"
"382","W",8,0.42,0.36,5,0.037,34,101,0.992,3.13,0.57,12.3,"Good"
"383","W",8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,"Bad"
"384","W",7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,"Bad"
"385","W",7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,"Bad"
"386","W",6.9,0.19,0.35,6.9,0.045,51,125,0.9933,3.1,0.44,10.7,"Good"
"387","W",6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,"Good"
"388","W",8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,"Bad"
"389","W",7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,"Bad"
"390","W",6.4,0.18,0.35,1,0.045,39,108,0.9911,3.31,0.35,10.9,"Good"
"391","W",6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,"Bad"
"392","W",7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,"Good"
"393","W",6.8,0.18,0.21,5.4,0.053,34,104,0.99445,3.3,0.43,9.4,"Bad"
"394","W",9,0.31,0.48,6.6,0.043,11,73,0.9938,2.9,0.38,11.6,"Bad"
"395","W",6.3,0.29,0.4,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,"Bad"
"396","W",6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7,"Bad"
"397","R",6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,"Good"
"398","W",8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,"Good"
"399","W",8.8,0.28,0.45,6,0.022,14,49,0.9934,3.01,0.33,11.1,"Good"
"400","W",5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,"Good"
"401","W",8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,"Bad"
"402","W",8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2,"Good"
"403","W",6,0.13,0.28,5.7,0.038,56,189.5,0.9948,3.59,0.43,10.6,"Good"
"404","W",8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,"Bad"
"405","W",6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5,"Good"
"406","W",7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3,"Bad"
"407","W",6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,"Bad"
"408","W",6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,"Bad"
"409","W",5.4,0.45,0.27,6.4,0.033,20,102,0.98944,3.22,0.27,13.4,"Good"
"410","W",6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,"Bad"
"411","R",7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,"Bad"
"412","R",8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,"Good"
"413","R",7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,"Bad"
"414","W",6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,"Good"
"415","W",6.8,0.29,0.56,11.9,0.043,66,230,0.9972,3.02,0.63,9.3,"Bad"
"416","R",7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,"Good"
"417","W",7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,"Bad"
"418","R",6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,"Bad"
"419","W",7.6,0.2,0.68,12.9,0.042,56,160,0.99841,3.05,0.41,8.7,"Bad"
"420","W",7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,"Bad"
"421","W",7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,"Good"
"422","W",7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,"Bad"
"423","W",7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,"Bad"
"424","W",6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,"Good"
"425","W",7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,"Bad"
"426","W",5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,"Bad"
"427","W",7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,"Bad"
"428","W",7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,"Good"
"429","W",6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,"Bad"
"430","W",6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,"Good"
"431","W",6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,"Good"
"432","R",7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,"Bad"
"433","W",8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,"Bad"
"434","W",6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4,"Bad"
"435","W",5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,"Good"
"436","R",7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,"Good"
"437","W",7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,"Bad"
"438","R",8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,"Good"
"439","W",6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,"Good"
"440","W",6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,"Bad"
"441","W",5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,"Good"
"442","W",6.6,0.325,0.49,7.7,0.049,53,217,0.996,3.16,0.4,9.3,"Good"
"443","R",9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,"Bad"
"444","R",6.4,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,"Good"
"445","W",6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,"Good"
"446","W",5.1,0.26,0.34,6.4,0.034,26,99,0.99449,3.23,0.41,9.2,"Good"
"447","W",6.1,0.41,0.2,12.6,0.032,54,136,0.99516,2.91,0.43,10.6,"Bad"
"448","W",7,0.36,0.32,10.5,0.045,35,135,0.9935,3.09,0.33,11.6,"Good"
"449","W",7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3,"Bad"
"450","W",6.7,0.21,0.34,1.5,0.035,45,123,0.98949,3.24,0.36,12.6,"Bad"
"451","W",6.6,0.26,0.27,1.5,0.04,19,114,0.99295,3.36,0.62,10.5,"Bad"
"452","R",8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,"Bad"
"453","R",7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,"Good"
"454","W",5.7,0.21,0.32,1.6,0.03,33,122,0.99044,3.33,0.52,11.9,"Bad"
"455","W",6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,"Bad"
"456","W",6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2,"Bad"
"457","R",11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,"Good"
"458","R",9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,"Bad"
"459","W",6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,"Good"
"460","W",7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,"Good"
"461","W",6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,"Good"
"462","W",7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,"Bad"
"463","R",10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,"Bad"
"464","W",6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,"Bad"
"465","W",7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,"Good"
"466","R",7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,"Good"
"467","W",6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,"Bad"
"468","R",11,0.2,0.48,2,0.343,6,18,0.9979,3.3,0.71,10.5,"Bad"
"469","W",5.9,0.655,0,5.6,0.033,8,31,0.9936,3.32,0.51,10.5,"Bad"
"470","W",8.1,0.2,0.49,11.8,0.048,46,212,0.9968,3.09,0.46,10,"Good"
"471","R",6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,"Good"
"472","W",6.8,0.25,0.24,4.55,0.053,41,211,0.9955,3.37,0.67,9.5,"Bad"
"473","W",7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,"Good"
"474","W",8.2,0.26,0.44,1.3,0.046,7,69,0.9944,3.14,0.62,10.2,"Bad"
"475","W",6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,"Bad"
"476","R",10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4,"Good"
"477","R",6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,"Good"
"478","W",7.4,0.29,0.28,10.2,0.032,43,138,0.9951,3.1,0.47,10.6,"Good"
"479","W",5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,"Good"
"480","W",5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,"Bad"
"481","R",10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,"Good"
"482","W",8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,"Bad"
"483","R",6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,"Bad"
"484","W",7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,"Good"
"485","R",15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,"Bad"
"486","W",6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,"Bad"
"487","R",7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,"Bad"
"488","W",6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,"Bad"
"489","W",5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,"Bad"
"490","R",7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,"Bad"
"491","W",7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,"Good"
"492","W",6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,"Bad"
"493","W",7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,"Bad"
"494","R",6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,"Bad"
"495","R",8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,"Good"
"496","R",7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,"Bad"
"497","W",8.5,0.25,0.31,2.8,0.032,11,61,0.99189,3.06,0.44,11.5,"Good"
"498","W",5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,"Bad"
"499","W",6.9,0.28,0.41,1.4,0.016,6,55,0.98876,3.16,0.4,13.4,"Bad"
"500","W",8.3,0.28,0.27,17.5,0.045,48,253,1.00014,3.02,0.56,9.1,"Good"
"501","W",6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,"Good"
"502","W",6.2,0.25,0.28,8.5,0.035,28,108,0.99486,3.4,0.42,10.4,"Good"
"503","W",6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,"Good"
"504","W",6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7,"Bad"
"505","W",6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,"Bad"
"506","W",7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,"Bad"
"507","W",6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,"Good"
"508","R",10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,"Good"
"509","R",10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,"Bad"
"510","R",8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,"Bad"
"511","R",7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,"Good"
"512","W",6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,"Good"
"513","W",7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,"Bad"
"514","W",6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2,"Bad"
"515","W",6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,"Bad"
"516","W",7,0.24,0.35,1.5,0.052,51,128,0.9941,3.41,0.59,10.4,"Good"
"517","W",6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3,"Good"
"518","W",6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25,"Good"
"519","W",6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,"Bad"
"520","W",6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,"Bad"
"521","W",8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,"Bad"
"522","W",6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,"Good"
"523","W",6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,"Bad"
"524","W",7,0.29,0.26,1.6,0.044,12,87,0.9923,3.08,0.46,10.5,"Bad"
"525","W",5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,"Bad"
"526","W",6.1,0.2,0.34,9.5,0.041,38,201,0.995,3.14,0.44,10.1,"Bad"
"527","W",6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,"Bad"
"528","W",7.9,0.41,0.37,4.5,0.03,40,114,0.992,3.17,0.54,12.4,"Good"
"529","W",9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,"Good"
"530","W",5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8,"Good"
"531","W",8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,"Good"
"532","W",6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,"Bad"
"533","W",6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,"Bad"
"534","R",5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,"Bad"
"535","W",7,0.28,0.39,8.7,0.051,32,141,0.9961,3.38,0.53,10.5,"Bad"
"536","W",6.9,0.32,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9,"Bad"
"537","W",5,0.24,0.19,5,0.043,17,101,0.99438,3.67,0.57,10,"Bad"
"538","R",9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,"Good"
"539","R",8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,"Bad"
"540","W",6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,"Good"
"541","W",8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,"Good"
"542","W",6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,"Bad"
"543","W",8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,"Bad"
"544","W",6.9,0.115,0.35,5.4,0.048,36,108,0.9939,3.32,0.42,10.2,"Good"
"545","W",6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,"Good"
"546","W",6.6,0.425,0.25,2.35,0.034,23,87,0.99082,3.05,0.41,11.4,"Good"
